YEAR,MONTH,DAY,DAY_OF_WEEK,FLIGHT_NUMBER,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,10,19,1,6497,956,1013,17,14,1027,125,118,97,771,1304,7,1301,1311,10,0,0,NA,NA,NA,NA,NA
2015,7,18,6,716,1246,1236,-10,13,1249,115,108,92,634,1421,3,1441,1424,-17,0,0,NA,NA,NA,NA,NA
2015,5,27,3,112,205,156,-9,7,203,195,199,166,1448,549,26,620,615,-5,0,0,NA,NA,NA,NA,NA
2015,10,24,6,4065,1040,1035,-5,12,1047,160,156,138,1033,1305,6,1320,1311,-9,0,0,NA,NA,NA,NA,NA
2015,12,11,5,23,800,821,21,10,831,284,256,235,1721,1026,11,1044,1037,-7,0,0,NA,NA,NA,NA,NA
2015,7,23,4,4294,2104,2113,9,16,2129,148,136,112,820,2321,8,2332,2329,-3,0,0,NA,NA,NA,NA,NA
2015,5,2,6,1029,1815,1929,74,10,1939,197,161,143,1096,2202,8,2132,2210,38,0,0,0,0,0,38,0
2015,3,27,5,2793,1620,1627,7,26,1653,100,104,75,528,1708,3,1700,1711,11,0,0,NA,NA,NA,NA,NA
2015,7,15,3,1615,1522,1928,246,30,1958,378,360,324,2565,2222,6,1840,2228,228,0,0,0,0,26,202,0
2015,12,29,2,547,1449,1515,26,12,1527,132,107,90,794,1657,5,1701,1702,1,0,0,NA,NA,NA,NA,NA
2015,12,6,7,4505,1145,1139,-6,27,1206,86,84,53,399,1359,4,1411,1403,-8,0,0,NA,NA,NA,NA,NA
2015,12,19,6,1562,2027,2022,-5,13,2035,358,353,329,2846,504,11,525,515,-10,0,0,NA,NA,NA,NA,NA
2015,9,18,5,2179,1600,1605,5,12,1617,115,112,95,680,1852,5,1855,1857,2,0,0,NA,NA,NA,NA,NA
2015,2,19,4,1293,1658,1655,-3,17,1712,197,199,170,1139,1902,12,1915,1914,-1,0,0,NA,NA,NA,NA,NA
2015,4,20,1,1916,1310,1309,-1,10,1319,176,149,135,1199,1734,4,1806,1738,-28,0,0,NA,NA,NA,NA,NA
2015,11,1,7,6347,1320,NA,NA,NA,NA,218,NA,NA,1504,NA,NA,1858,NA,NA,0,1,NA,NA,NA,NA,NA
2015,10,10,6,6251,1237,1228,-9,17,1245,178,172,144,1083,1409,11,1435,1420,-15,0,0,NA,NA,NA,NA,NA
2015,9,21,1,6357,916,909,-7,27,936,221,230,200,1352,1156,3,1157,1159,2,0,0,NA,NA,NA,NA,NA
2015,10,19,1,5602,1610,1605,-5,16,1621,101,109,85,503,1646,8,1651,1654,3,0,0,NA,NA,NA,NA,NA
2015,10,29,4,452,1114,1115,1,11,1126,107,89,73,524,1239,5,1301,1244,-17,0,0,NA,NA,NA,NA,NA
2015,10,26,1,3319,1858,1851,-7,7,1858,102,93,66,408,2004,20,2040,2024,-16,0,0,NA,NA,NA,NA,NA
2015,8,16,7,401,2230,2223,-7,17,2240,283,262,239,2161,539,6,613,545,-28,0,0,NA,NA,NA,NA,NA
2015,5,15,5,635,1435,1429,-6,7,1436,235,237,226,1524,1622,4,1630,1626,-4,0,0,NA,NA,NA,NA,NA
2015,8,17,1,773,1830,1825,-5,8,1833,145,131,114,872,2127,9,2155,2136,-19,0,0,NA,NA,NA,NA,NA
2015,3,6,5,318,645,640,-5,13,653,71,52,36,187,729,3,756,732,-24,0,0,NA,NA,NA,NA,NA
2015,2,19,4,4713,1928,2134,126,17,2151,90,76,55,398,2346,4,2158,2350,112,0,0,0,0,36,76,0
2015,2,9,1,316,1323,1325,2,12,1337,112,99,79,641,1556,8,1615,1604,-11,0,0,NA,NA,NA,NA,NA
2015,9,20,7,966,840,835,-5,9,844,85,70,58,327,942,3,1005,945,-20,0,0,NA,NA,NA,NA,NA
2015,4,3,5,1891,1135,1131,-4,14,1145,95,89,68,406,1253,7,1310,1300,-10,0,0,NA,NA,NA,NA,NA
2015,11,1,7,1801,620,617,-3,30,647,95,100,63,422,850,7,855,857,2,0,0,NA,NA,NA,NA,NA
2015,9,27,7,417,1620,1614,-6,8,1622,125,131,115,687,1817,8,1825,1825,0,0,0,NA,NA,NA,NA,NA
2015,10,22,4,2544,2110,2102,-8,17,2119,80,86,62,407,2221,7,2230,2228,-2,0,0,NA,NA,NA,NA,NA
2015,3,28,6,2292,1240,1237,-3,20,1257,125,104,78,502,1415,6,1445,1421,-24,0,0,NA,NA,NA,NA,NA
2015,5,4,1,6151,1741,1740,-1,34,1814,123,138,97,589,1851,7,1844,1858,14,0,0,NA,NA,NA,NA,NA
2015,6,18,4,3851,830,1242,252,12,1254,176,160,141,946,1415,7,1026,1422,236,0,0,0,0,235,1,0
2015,1,1,4,1254,1345,1402,17,15,1417,175,174,149,1096,1646,10,1640,1656,16,0,0,0,0,13,3,0
2015,8,24,1,734,1100,1056,-4,13,1109,295,281,263,2176,1832,5,1855,1837,-18,0,0,NA,NA,NA,NA,NA
2015,12,17,4,1336,957,955,-2,11,1006,157,147,124,802,1210,12,1234,1222,-12,0,0,NA,NA,NA,NA,NA
2015,12,27,7,1348,1835,1905,30,28,1933,235,227,196,1554,2149,3,2130,2152,22,0,0,0,0,16,6,0
2015,12,4,5,127,1245,1243,-2,14,1257,166,168,148,937,1525,6,1531,1531,0,0,0,NA,NA,NA,NA,NA
2015,6,23,2,4558,1335,1329,-6,12,1341,245,225,208,1845,1909,5,1940,1914,-26,0,0,NA,NA,NA,NA,NA
2015,1,12,1,218,730,1030,180,25,1055,130,128,99,679,1234,4,940,1238,178,0,0,178,0,0,0,0
2015,7,7,2,2972,1350,NA,NA,NA,NA,97,NA,NA,455,NA,NA,1527,NA,NA,0,1,NA,NA,NA,NA,NA
2015,12,25,5,2750,1435,1432,-3,11,1443,135,138,122,775,1445,5,1450,1450,0,0,0,NA,NA,NA,NA,NA
2015,10,16,5,1910,710,709,-1,10,719,290,273,257,1910,836,6,900,842,-18,0,0,NA,NA,NA,NA,NA
2015,6,25,4,2020,958,1015,17,11,1026,178,170,155,1211,1301,4,1256,1305,9,0,0,NA,NA,NA,NA,NA
2015,8,27,4,1804,820,816,-4,16,832,130,124,87,666,959,21,1030,1020,-10,0,0,NA,NA,NA,NA,NA
2015,10,13,2,5172,2043,2037,-6,12,2049,42,37,21,77,2110,4,2125,2114,-11,0,0,NA,NA,NA,NA,NA
2015,6,25,4,910,2150,2230,40,29,2259,135,150,114,883,153,7,105,200,55,0,0,15,0,0,40,0
2015,2,4,3,439,800,752,-8,17,809,189,173,151,1028,1040,5,1109,1045,-24,0,0,NA,NA,NA,NA,NA
2015,9,25,5,19,835,827,-8,8,835,175,138,126,977,941,4,1030,945,-45,0,0,NA,NA,NA,NA,NA
2015,7,13,1,55,1003,955,-8,10,1005,47,54,40,204,1045,4,1050,1049,-1,0,0,NA,NA,NA,NA,NA
2015,10,29,4,1209,1257,1255,-2,20,1315,225,215,186,1379,1421,9,1442,1430,-12,0,0,NA,NA,NA,NA,NA
2015,8,20,4,362,1520,1538,18,16,1554,105,101,79,605,1713,6,1705,1719,14,0,0,NA,NA,NA,NA,NA
2015,12,13,7,514,1759,1830,31,11,1841,137,123,106,859,2027,6,2016,2033,17,0,0,0,0,17,0,0
2015,4,12,7,239,1706,1722,16,10,1732,37,38,22,102,1754,6,1743,1800,17,0,0,0,0,1,16,0
2015,6,14,7,2802,708,655,-13,21,716,87,81,56,301,812,4,835,816,-19,0,0,NA,NA,NA,NA,NA
2015,8,27,4,159,1044,1040,-4,11,1051,214,197,174,1464,1545,12,1618,1557,-21,0,0,NA,NA,NA,NA,NA
2015,1,20,2,1038,1323,1322,-1,27,1349,137,136,104,836,1633,5,1640,1638,-2,0,0,NA,NA,NA,NA,NA
2015,10,28,3,691,1300,1259,-1,13,1312,97,90,68,468,1420,9,1437,1429,-8,0,0,NA,NA,NA,NA,NA
2015,12,30,3,6481,1911,1916,5,33,1949,94,102,57,337,2046,12,2045,2058,13,0,0,NA,NA,NA,NA,NA
2015,11,17,2,4002,835,850,15,15,905,110,120,99,670,1044,6,1025,1050,25,0,0,10,0,15,0,0
2015,5,19,2,2448,1755,1813,18,24,1837,115,117,83,545,2000,10,1950,2010,20,0,0,2,0,4,14,0
2015,1,19,1,2585,705,701,-4,13,714,135,147,103,748,857,31,920,928,8,0,0,NA,NA,NA,NA,NA
2015,2,12,4,713,1258,1248,-10,13,1301,161,151,129,854,1410,9,1439,1419,-20,0,0,NA,NA,NA,NA,NA
2015,5,31,7,891,845,840,-5,10,850,110,104,87,541,917,7,935,924,-11,0,0,NA,NA,NA,NA,NA
2015,12,7,1,1286,1045,1045,0,12,1057,131,115,96,762,1233,7,1256,1240,-16,0,0,NA,NA,NA,NA,NA
2015,1,14,3,2638,730,729,-1,20,749,99,102,78,547,907,4,909,911,2,0,0,NA,NA,NA,NA,NA
2015,5,21,4,719,2035,2052,17,33,2125,140,150,113,787,2318,4,2255,2322,27,0,0,10,0,8,9,0
2015,9,28,1,673,1415,1414,-1,23,1437,147,143,113,746,1630,7,1642,1637,-5,0,0,NA,NA,NA,NA,NA
2015,8,25,2,296,1300,1258,-2,8,1306,65,61,50,283,1356,3,1405,1359,-6,0,0,NA,NA,NA,NA,NA
2015,12,11,5,2322,1445,1509,24,6,1515,140,118,106,829,1701,6,1705,1707,2,0,0,NA,NA,NA,NA,NA
2015,5,7,4,3161,1155,1152,-3,23,1215,140,155,116,812,1511,16,1515,1527,12,0,0,NA,NA,NA,NA,NA
2015,4,2,4,1912,2214,2241,27,13,2254,315,307,290,2454,644,4,629,648,19,0,0,0,0,11,8,0
2015,5,2,6,1374,1653,1650,-3,10,1700,130,101,88,636,1828,3,1903,1831,-32,0,0,NA,NA,NA,NA,NA
2015,9,16,3,1384,1959,1958,-1,17,2015,219,216,196,1448,2231,3,2238,2234,-4,0,0,NA,NA,NA,NA,NA
2015,8,6,4,1728,800,804,4,22,826,158,150,116,861,1022,12,1038,1034,-4,0,0,NA,NA,NA,NA,NA
2015,11,22,7,200,755,751,-4,10,801,155,216,128,925,1009,78,1030,1127,57,0,0,57,0,0,0,0
2015,7,18,6,2341,700,656,-4,10,706,240,231,206,1739,1232,15,1300,1247,-13,0,0,NA,NA,NA,NA,NA
2015,11,6,5,245,930,927,-3,8,935,275,266,247,1756,1142,11,1205,1153,-12,0,0,NA,NA,NA,NA,NA
2015,4,4,6,5919,644,641,-3,24,705,131,139,105,599,750,10,755,800,5,0,0,NA,NA,NA,NA,NA
2015,10,30,5,248,700,716,16,17,733,109,95,74,631,847,4,849,851,2,0,0,NA,NA,NA,NA,NA
2015,2,13,5,1143,1300,1255,-5,16,1311,128,131,111,678,1402,4,1408,1406,-2,0,0,NA,NA,NA,NA,NA
2015,8,17,1,4577,530,522,-8,13,535,52,46,27,119,602,6,622,608,-14,0,0,NA,NA,NA,NA,NA
2015,2,12,4,1644,715,718,3,33,751,159,169,124,925,955,12,954,1007,13,0,0,NA,NA,NA,NA,NA
2015,12,29,2,1728,1932,1939,7,11,1950,173,153,135,989,2105,7,2125,2112,-13,0,0,NA,NA,NA,NA,NA
2015,6,17,3,1505,1415,1648,153,13,1701,185,174,151,1188,2132,10,1920,2142,142,0,0,0,0,0,142,0
2015,9,17,4,4467,730,725,-5,14,739,227,216,195,1404,954,7,1017,1001,-16,0,0,NA,NA,NA,NA,NA
2015,12,5,6,4448,615,607,-8,10,617,100,82,67,399,624,5,655,629,-26,0,0,NA,NA,NA,NA,NA
2015,7,9,4,1310,1432,1429,-3,10,1439,86,64,44,250,1623,10,1658,1633,-25,0,0,NA,NA,NA,NA,NA
2015,10,18,7,4548,1250,1300,10,13,1313,157,136,114,912,1607,9,1627,1616,-11,0,0,NA,NA,NA,NA,NA
2015,3,18,3,3925,1310,1436,86,8,1444,200,200,188,1381,1852,4,1730,1856,86,0,0,0,0,0,0,86
2015,5,13,3,3482,955,954,-1,9,1003,175,168,153,1050,1136,6,1150,1142,-8,0,0,NA,NA,NA,NA,NA
2015,9,23,3,2029,1919,1919,0,16,1935,129,121,101,860,2216,4,2228,2220,-8,0,0,NA,NA,NA,NA,NA
2015,11,7,6,1890,1315,1321,6,15,1336,83,78,58,237,1434,5,1438,1439,1,0,0,NA,NA,NA,NA,NA
2015,10,20,2,1020,1610,1607,-3,11,1618,88,75,55,334,1713,9,1738,1722,-16,0,0,NA,NA,NA,NA,NA
2015,8,18,2,5036,2000,2232,152,10,2242,41,32,18,83,2300,4,2041,2304,143,0,0,0,0,0,143,0
2015,7,15,3,683,850,903,13,8,911,80,75,62,409,913,5,910,918,8,0,0,NA,NA,NA,NA,NA
2015,7,31,5,1286,1559,1550,-9,14,1604,111,108,85,583,1729,9,1750,1738,-12,0,0,NA,NA,NA,NA,NA
2015,11,7,6,2503,1745,1746,1,9,1755,193,185,167,1310,2142,9,2158,2151,-7,0,0,NA,NA,NA,NA,NA
2015,10,8,4,3536,632,624,-8,10,634,60,52,29,130,703,13,732,716,-16,0,0,NA,NA,NA,NA,NA
2015,9,11,5,2232,2150,2208,18,10,2218,125,115,101,842,59,4,55,103,8,0,0,NA,NA,NA,NA,NA
2015,1,29,4,1139,2015,2106,51,19,2125,280,288,263,1824,2248,6,2155,2254,59,0,0,20,0,0,39,0
2015,11,12,4,4629,1505,1459,-6,13,1512,105,98,79,541,1531,6,1550,1537,-13,0,0,NA,NA,NA,NA,NA
2015,6,26,5,5174,1829,1824,-5,22,1846,132,116,86,488,2012,8,2041,2020,-21,0,0,NA,NA,NA,NA,NA
2015,7,13,1,765,820,820,0,13,833,155,153,134,957,947,6,955,953,-2,0,0,NA,NA,NA,NA,NA
2015,6,3,3,2473,2040,2046,6,12,2058,128,114,97,712,2235,5,2248,2240,-8,0,0,NA,NA,NA,NA,NA
2015,5,31,7,903,2045,2150,65,24,2214,159,172,125,946,19,23,2324,42,78,0,0,13,0,38,27,0
2015,4,6,1,317,1945,1939,-6,18,1957,87,96,66,187,2103,12,2112,2115,3,0,0,NA,NA,NA,NA,NA
2015,4,16,4,5265,710,701,-9,11,712,116,101,80,529,832,10,906,842,-24,0,0,NA,NA,NA,NA,NA
2015,10,19,1,3435,1935,1925,-10,13,1938,88,82,63,399,1941,6,2003,1947,-16,0,0,NA,NA,NA,NA,NA
2015,9,15,2,2602,629,620,-9,9,629,81,69,51,270,720,9,750,729,-21,0,0,NA,NA,NA,NA,NA
2015,3,26,4,4557,535,528,-7,10,538,60,63,44,201,622,9,635,631,-4,0,0,NA,NA,NA,NA,NA
2015,2,27,5,586,1841,1839,-2,15,1854,90,93,61,403,1955,17,2011,2012,1,0,0,NA,NA,NA,NA,NA
2015,8,11,2,4716,1040,1110,30,NA,NA,60,NA,NA,160,NA,NA,1140,NA,NA,0,1,NA,NA,NA,NA,NA
2015,1,27,2,4510,1059,NA,NA,NA,NA,154,NA,NA,725,NA,NA,1233,NA,NA,0,1,NA,NA,NA,NA,NA
2015,8,22,6,346,844,NA,NA,NA,NA,156,NA,NA,1034,NA,NA,1120,NA,NA,0,1,NA,NA,NA,NA,NA
2015,10,25,7,178,1735,1718,-17,14,1732,147,149,126,927,1938,9,2002,1947,-15,0,0,NA,NA,NA,NA,NA
2015,8,4,2,4283,2053,2046,-7,17,2103,121,110,83,642,2326,10,2354,2336,-18,0,0,NA,NA,NA,NA,NA
2015,12,10,4,259,1400,1407,7,23,1430,212,187,159,1464,1909,5,1932,1914,-18,0,0,NA,NA,NA,NA,NA
2015,3,26,4,1707,1516,1556,40,15,1611,148,150,127,787,1718,8,1644,1726,42,0,0,2,0,6,34,0
2015,4,2,4,5863,2201,2230,29,48,2318,68,101,50,251,8,3,2309,11,62,0,0,33,0,0,0,29
2015,1,16,5,3605,1833,1833,0,10,1843,62,103,47,157,1830,46,1835,1916,41,0,0,41,0,0,0,0
2015,7,22,3,3260,1230,1226,-4,19,1245,119,106,82,483,1407,5,1429,1412,-17,0,0,NA,NA,NA,NA,NA
2015,3,27,5,745,615,615,0,11,626,155,138,120,867,826,7,850,833,-17,0,0,NA,NA,NA,NA,NA
2015,5,3,7,939,815,822,7,28,850,348,350,311,2306,1101,11,1103,1112,9,0,0,NA,NA,NA,NA,NA
2015,7,13,1,1074,1505,1503,-2,10,1513,147,133,120,991,1813,3,1832,1816,-16,0,0,NA,NA,NA,NA,NA
2015,8,14,5,15,700,657,-3,13,710,195,185,149,1209,839,23,915,902,-13,0,0,NA,NA,NA,NA,NA
2015,8,16,7,1847,1145,1145,0,19,1204,160,155,127,867,1411,9,1425,1420,-5,0,0,NA,NA,NA,NA,NA
2015,7,11,6,216,820,815,-5,16,831,135,121,101,758,1012,4,1035,1016,-19,0,0,NA,NA,NA,NA,NA
2015,11,15,7,222,1425,1434,9,8,1442,176,196,138,1205,1900,50,1921,1950,29,0,0,20,0,0,9,0
2015,11,24,2,2005,1221,1223,2,26,1249,276,276,245,1781,1454,5,1457,1459,2,0,0,NA,NA,NA,NA,NA
2015,1,4,7,1373,655,654,-1,10,704,220,221,207,1217,931,4,935,935,0,0,0,NA,NA,NA,NA,NA
2015,6,22,1,2464,1602,1558,-4,10,1608,168,183,135,985,1723,38,1750,1801,11,0,0,NA,NA,NA,NA,NA
2015,10,24,6,660,600,650,50,13,703,156,142,119,967,1002,10,936,1012,36,0,0,0,0,36,0,0
2015,2,14,6,2646,1120,1117,-3,18,1135,105,98,77,577,1252,3,1305,1255,-10,0,0,NA,NA,NA,NA,NA
2015,4,24,5,1657,2045,2044,-1,17,2101,111,101,79,581,2220,5,2236,2225,-11,0,0,NA,NA,NA,NA,NA
2015,2,16,1,5359,1320,NA,NA,NA,NA,86,NA,NA,342,NA,NA,1446,NA,NA,0,1,NA,NA,NA,NA,NA
2015,4,6,1,5171,1037,1033,-4,6,1039,68,60,48,227,1127,6,1145,1133,-12,0,0,NA,NA,NA,NA,NA
2015,11,28,6,6484,1328,1324,-4,17,1341,78,70,47,262,1428,6,1446,1434,-12,0,0,NA,NA,NA,NA,NA
2015,12,4,5,5468,720,716,-4,10,726,93,86,71,416,837,5,853,842,-11,0,0,NA,NA,NA,NA,NA
2015,11,5,4,20,1500,1504,4,17,1521,326,312,288,2586,2309,7,2326,2316,-10,0,0,NA,NA,NA,NA,NA
2015,11,13,5,1431,1120,1136,16,12,1148,109,98,75,592,1403,11,1409,1414,5,0,0,NA,NA,NA,NA,NA
2015,5,30,6,486,1625,NA,NA,NA,NA,75,NA,NA,304,NA,NA,1740,NA,NA,0,1,NA,NA,NA,NA,NA
2015,12,13,7,1123,1345,1345,0,9,1354,150,148,134,1105,1708,5,1715,1713,-2,0,0,NA,NA,NA,NA,NA
2015,1,26,1,1647,1847,NA,NA,NA,NA,175,NA,NA,925,NA,NA,2142,NA,NA,0,1,NA,NA,NA,NA,NA
2015,9,20,7,2779,2100,2101,1,34,2135,90,99,57,337,2232,8,2230,2240,10,0,0,NA,NA,NA,NA,NA
2015,1,11,7,3140,2010,2009,-1,8,2017,70,89,54,325,2111,27,2120,2138,18,0,0,18,0,0,0,0
2015,5,25,1,1065,1350,1346,-4,10,1356,203,195,180,1249,1656,5,1713,1701,-12,0,0,NA,NA,NA,NA,NA
2015,1,16,5,723,1902,1902,0,14,1916,161,151,134,948,2030,3,2043,2033,-10,0,0,NA,NA,NA,NA,NA
2015,8,17,1,1080,740,802,22,10,812,60,62,45,302,857,7,840,904,24,0,0,2,0,22,0,0
2015,2,18,3,1654,910,919,9,24,943,258,246,219,1608,1122,3,1128,1125,-3,0,0,NA,NA,NA,NA,NA
2015,4,7,2,348,1952,1939,-13,15,1954,241,234,210,1598,2324,9,2353,2333,-20,0,0,NA,NA,NA,NA,NA
2015,2,26,4,266,720,727,7,16,743,60,61,41,302,824,4,820,828,8,0,0,NA,NA,NA,NA,NA
2015,6,6,6,1770,1535,1533,-2,13,1546,187,180,159,1399,2025,8,2042,2033,-9,0,0,NA,NA,NA,NA,NA
2015,3,28,6,3127,1210,1210,0,11,1221,109,87,74,552,1335,2,1359,1337,-22,0,0,NA,NA,NA,NA,NA
2015,10,5,1,285,1410,1410,0,7,1417,105,93,80,533,1437,6,1455,1443,-12,0,0,NA,NA,NA,NA,NA
2015,9,14,1,5141,1441,1438,-3,18,1456,133,130,108,780,1644,4,1654,1648,-6,0,0,NA,NA,NA,NA,NA
2015,4,18,6,1814,1558,1552,-6,14,1606,80,74,42,271,1748,18,1818,1806,-12,0,0,NA,NA,NA,NA,NA
2015,9,20,7,501,2045,2050,5,9,2059,304,299,283,2486,442,7,449,449,0,0,0,NA,NA,NA,NA,NA
2015,3,17,2,525,600,559,-1,12,611,325,313,295,2075,806,6,825,812,-13,0,0,NA,NA,NA,NA,NA
2015,10,18,7,3304,1822,1817,-5,8,1825,58,48,27,130,1852,13,1920,1905,-15,0,0,NA,NA,NA,NA,NA
2015,5,11,1,39,700,652,-8,17,709,210,213,186,1399,815,10,830,825,-5,0,0,NA,NA,NA,NA,NA
2015,8,17,1,3145,1720,1719,-1,12,1731,80,77,60,371,1831,5,1840,1836,-4,0,0,NA,NA,NA,NA,NA
2015,8,13,4,5329,1050,1049,-1,13,1102,129,109,91,696,1133,5,1159,1138,-21,0,0,NA,NA,NA,NA,NA
2015,11,13,5,2019,1835,1830,-5,10,1840,197,199,182,1211,2142,7,2152,2149,-3,0,0,NA,NA,NA,NA,NA
2015,2,20,5,1982,1510,1528,18,7,1535,65,60,50,248,1625,3,1615,1628,13,0,0,NA,NA,NA,NA,NA
2015,7,27,1,4333,1707,1706,-1,11,1717,64,56,39,201,1756,6,1811,1802,-9,0,0,NA,NA,NA,NA,NA
2015,8,30,7,1318,1210,1210,0,12,1222,69,51,36,187,1258,3,1319,1301,-18,0,0,NA,NA,NA,NA,NA
2015,7,18,6,1221,1546,1539,-7,8,1547,132,114,99,761,1826,7,1858,1833,-25,0,0,NA,NA,NA,NA,NA
2015,12,30,3,205,623,621,-2,24,645,402,413,368,2611,953,21,1005,1014,9,0,0,NA,NA,NA,NA,NA
2015,6,2,2,617,1425,1429,4,8,1437,75,68,57,342,1534,3,1540,1537,-3,0,0,NA,NA,NA,NA,NA
2015,7,6,1,4749,1213,1325,72,21,1346,149,153,126,872,1652,6,1542,1658,76,0,0,4,0,3,69,0
2015,5,3,7,2366,5,3,-2,21,24,287,288,263,2330,747,4,752,751,-1,0,0,NA,NA,NA,NA,NA
2015,3,29,7,1222,2140,2216,36,11,2227,62,52,38,192,2305,3,2242,2308,26,0,0,0,0,26,0,0
2015,2,3,2,300,850,847,-3,12,859,180,189,169,1024,1048,8,1050,1056,6,0,0,NA,NA,NA,NA,NA
2015,4,14,2,200,759,754,-5,14,808,296,314,293,2342,1601,7,1555,1608,13,0,0,NA,NA,NA,NA,NA
2015,8,31,1,1636,925,922,-3,13,935,105,105,87,583,1102,5,1110,1107,-3,0,0,NA,NA,NA,NA,NA
2015,3,27,5,1962,1925,2015,50,17,2032,125,114,91,651,2203,6,2130,2209,39,0,0,39,0,0,0,0
2015,11,28,6,1577,1559,1552,-7,16,1608,261,232,207,1608,1835,9,1920,1844,-36,0,0,NA,NA,NA,NA,NA
2015,10,7,3,2034,1315,1308,-7,9,1317,114,121,92,600,1449,20,1509,1509,0,0,0,NA,NA,NA,NA,NA
2015,9,26,6,4385,1750,1747,-3,9,1756,120,101,88,672,1924,4,1950,1928,-22,0,0,NA,NA,NA,NA,NA
2015,7,5,7,2477,1830,1824,-6,10,1834,71,61,44,237,2018,7,2041,2025,-16,0,0,NA,NA,NA,NA,NA
2015,8,17,1,383,1113,1105,-8,8,1113,53,60,36,216,1149,16,1206,1205,-1,0,0,NA,NA,NA,NA,NA
2015,8,16,7,145,841,832,-9,8,840,35,39,24,100,904,7,916,911,-5,0,0,NA,NA,NA,NA,NA
2015,4,3,5,854,710,710,0,17,727,270,244,222,2079,1409,5,1440,1414,-26,0,0,NA,NA,NA,NA,NA
2015,4,1,3,1712,2113,2113,0,19,2132,281,277,254,1825,2346,4,2354,2350,-4,0,0,NA,NA,NA,NA,NA
2015,6,3,3,6271,1941,2008,27,26,2034,110,120,89,563,2203,5,2131,2208,37,0,0,10,0,0,27,0
2015,1,20,2,6525,1310,1306,-4,17,1323,55,47,26,108,1349,4,1405,1353,-12,0,0,NA,NA,NA,NA,NA
2015,9,3,4,6226,1606,1621,15,21,1642,75,68,40,265,1822,7,1821,1829,8,0,0,NA,NA,NA,NA,NA
2015,9,28,1,451,1959,1950,-9,39,2029,260,252,209,1598,2358,4,19,2,-17,0,0,NA,NA,NA,NA,NA
2015,10,4,7,6452,800,754,-6,12,806,71,68,47,209,853,9,911,902,-9,0,0,NA,NA,NA,NA,NA
2015,9,9,3,2654,1450,1444,-6,14,1458,114,103,85,545,1623,4,1644,1627,-17,0,0,NA,NA,NA,NA,NA
2015,1,1,4,2161,920,919,-1,9,928,95,93,79,483,947,5,955,952,-3,0,0,NA,NA,NA,NA,NA
2015,5,14,4,1055,1820,1819,-1,11,1830,169,150,134,1067,2144,5,2209,2149,-20,0,0,NA,NA,NA,NA,NA
2015,9,10,4,4971,1747,1743,-4,11,1754,134,124,108,744,1842,5,1901,1847,-14,0,0,NA,NA,NA,NA,NA
2015,6,25,4,610,1320,1402,42,25,1427,65,70,41,226,1508,4,1425,1512,47,0,0,5,0,3,39,0
2015,10,24,6,524,1935,1932,-3,13,1945,138,147,131,937,2156,3,2153,2159,6,0,0,NA,NA,NA,NA,NA
2015,3,29,7,3862,700,658,-2,11,709,80,78,63,397,812,4,820,816,-4,0,0,NA,NA,NA,NA,NA
2015,12,15,2,1262,2255,38,103,10,48,215,183,164,1514,532,9,430,541,71,0,0,28,0,14,29,0
2015,7,15,3,2564,1240,1415,95,25,1440,109,120,90,545,1610,5,1429,1615,106,0,0,106,0,0,0,0
2015,9,16,3,617,915,906,-9,18,924,146,155,131,867,1135,6,1141,1141,0,0,0,NA,NA,NA,NA,NA
2015,11,18,3,3543,1010,957,-13,8,1005,63,57,37,164,1042,12,1113,1054,-19,0,0,NA,NA,NA,NA,NA
2015,9,29,2,3283,1416,1413,-3,8,1421,139,119,102,691,1603,9,1635,1612,-23,0,0,NA,NA,NA,NA,NA
2015,1,9,5,9,1440,1433,-7,15,1448,125,123,94,680,1622,14,1645,1636,-9,0,0,NA,NA,NA,NA,NA
2015,12,24,4,1253,1136,1234,58,14,1248,174,144,126,964,1354,4,1330,1358,28,0,0,0,0,4,24,0
2015,1,29,4,2411,1155,1151,-4,10,1201,98,83,65,373,1306,8,1333,1314,-19,0,0,NA,NA,NA,NA,NA
2015,9,6,7,3547,1755,1751,-4,7,1758,145,135,119,874,2057,9,2120,2106,-14,0,0,NA,NA,NA,NA,NA
2015,2,14,6,3514,1020,1019,-1,12,1031,185,177,161,1447,1512,4,1525,1516,-9,0,0,NA,NA,NA,NA,NA
2015,7,14,2,3451,1347,1339,-8,8,1347,70,57,36,196,1423,13,1457,1436,-21,0,0,NA,NA,NA,NA,NA
2015,4,3,5,155,815,813,-2,7,820,35,35,22,100,842,6,850,848,-2,0,0,NA,NA,NA,NA,NA
2015,3,13,5,5731,1237,1231,-6,18,1249,88,92,71,401,1400,3,1405,1403,-2,0,0,NA,NA,NA,NA,NA
2015,8,10,1,1291,1710,1803,53,55,1858,130,182,117,646,1955,10,1820,2005,105,0,0,89,0,0,16,0
2015,11,14,6,3432,905,859,-6,19,918,121,129,106,748,1104,4,1106,1108,2,0,0,NA,NA,NA,NA,NA
